Serial Number,List Year,Date Recorded,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Property Type,Residential Type,Non Use Code,Assessor Remarks,OPM remarks,Location
220705,2022,02/24/2023,Bridgeport,112 BURNSFORD AVE,150270.00,220000.00,0.6830,Residential,Single Family,14 - Foreclosure,,,POINT (-73.210974975 41.209606007)
221081,2022,09/15/2023,Milford,4 HIGHLAND CT,278690.00,835000.00,0.3337,Residential,Single Family,07 - Change in Property,,,POINT (-73.092937997 41.227655011)
220180,2022,12/12/2022,New Haven,15 DONNA DR UNIT C-1,33110.00,90000.00,0.3678,Residential,Condo,,,,POINT (-72.877907983 41.325636986)
2200314,2022,04/25/2023,Naugatuck,444 HORTON HILL RD,153300.00,350000.00,0.4380,Residential,Single Family,24 - Plottage,SOLD WITH 0 HORTON HILL ON SAME DEED,,POINT (-73.015469011 41.477213982)
22198,2022,06/20/2023,Darien,596 HOLLOW TREE RIDGE ROAD,865130.00,1665000.00,0.5195,Residential,Single Family,,,,POINT (-73.497969999 41.097378987)
2222026,2022,10/31/2022,Ansonia,88 CLARKSON ST,258370.00,440000.00,0.5872,Residential,Two Family,,,,POINT (-73.091811972 41.349511999)
220059,2022,01/18/2023,Canton,6 WOODLAND DRIVE,231250.00,445000.00,0.5196,Residential,Single Family,,,,POINT (-72.914384013 41.836764017)
220337,2022,03/09/2023,Greenwich,20 CHURCH STREET #B41,621670.00,1900000.00,0.3271,Residential,Condo,07 - Change in Property,,,POINT (-73.626474968 41.032925002)
221433,2022,09/22/2023,Fairfield,14 CAMPFIELD DRIVE,143500.00,290000.00,0.4948,Residential,Single Family,07 - Change in Property,UPDATES & UPGRADES,,POINT (-73.236019012 41.183839995)
220990,2022,09/18/2023,Hamden,52 TERRRACE AVE,117040.00,188055.00,0.6223,Residential,Single Family,14 - Foreclosure,FORECLOSURE BY SALE; COMMITTEE DEED,,POINT (-72.908315013 41.356884009)
220591,2022,04/06/2023,Fairfield,3765 PARK AVENUE,320740.00,510000.00,0.6289,Residential,Single Family,,,,POINT (-73.22740602 41.206544014)
220409,2022,01/19/2023,Branford,3 JEFFREY LA,177300.00,60000.00,2.9550,Residential,Single Family,08 - Part Interest,,,POINT (-72.778133998 41.30935602)
22061,2022,12/14/2022,Darien,21 MAYFLOWER RD,1701210.00,2795000.00,0.6086,Residential,Single Family,,,,POINT (-73.487953038 41.046518982)
221368,2022,08/24/2023,Fairfield,194 SOUTHPORT WOODS DRIVE,260540.00,650000.00,0.4008,Residential,Condo,,,,POINT (-73.290027973 41.141572991)
220225,2022,02/03/2023,Litchfield,258 NORTH ST,631120.00,1695000.00,0.3723,Residential,Single Family,,,,POINT (-73.192276039 41.75623702)
220967,2022,09/22/2023,Hartford,4 HUBBARD RD,70009.00,195000.00,0.3590,Residential,Single Family,,,,POINT (-72.682273021 41.734078998)
222252,2022,08/03/2023,Bridgeport,1157 CENTRAL AVE #1159,166440.00,385000.00,0.4323,Residential,Two Family,,,,POINT (-73.166836041 41.182995015)
220150,2022,04/04/2023,Harwinton,251 HARMONY HILL RD,213440.00,530000.00,0.4027,Residential,Single Family,,,,POINT (-73.052245031 41.790109003)
220236,2022,12/21/2022,Hartford,17 MORNINGSIDE ST WEST,54243.00,114000.00,0.4758,Residential,Single Family,10 - A Will,,,POINT (-72.69651597 41.806648007)
22000037,2022,10/26/2022,Cheshire,400 SHERIDAN DR,190130.00,330000.00,0.5761,Residential,Single Family,,,,POINT (-72.912511999 41.517991983)
22073,2022,01/04/2023,Darien,46 SUNSWYCK RD,1016120.00,1690000.00,0.6012,Residential,Single Family,,,,POINT (-73.471401964 41.061504987)
2200545,2022,09/27/2023,Naugatuck,289 CRESTWOOD DR,228410.00,399000.00,0.5724,Residential,Single Family,,,,POINT (-73.032832962 41.513907021)
220011,2022,11/07/2022,Essex,14 ESSEX GLEN DR #26,310500.00,536611.00,0.5786,Residential,Condo,07 - Change in Property,,,POINT (-72.404586708 41.336855892)
22118,2022,07/10/2023,Burlington,9 ROCK ST & MBLU 1/12/39/1,108780.00,270000.00,0.4029,Residential,Single Family,25 - Other,ONE PARCEL W HOUSE; ONE VACANT,,POINT (-72.92264396 41.807022007)
220723,2022,03/01/2023,Bridgeport,203 HAZELWOOD AVE,129770.00,305000.00,0.4254,Residential,Single Family,,,,POINT (-73.210396037 41.17636602)
220704,2022,06/09/2023,Hartford,406 CAMPFIELD AVE,20790.00,42000.00,0.4950,Vacant Land,,,,,POINT (-72.680868517 41.729587232)
220119,2022,02/13/2023,Killingly,20 MECHANIC ST,82570.00,189000.00,0.4368,Residential,Two Family,,,,POINT (-71.883531963 41.806782997)
22000394,2022,09/11/2023,Cheshire,75 CURVE HILL RD,152180.00,381000.00,0.3994,Residential,Single Family,,,,POINT (-72.900208036 41.517420002)
220179,2022,11/18/2022,Milford,46 MARY ELLEN DR,202080.00,345000.00,0.5857,Residential,Single Family,,,,POINT (-73.009130029 41.226848001)
220342,2022,04/17/2023,Enfield,80 BRAINARD RD,186000.00,325000.00,0.5723,Residential,Single Family,,,,POINT (-72.583009998 42.013825016)
22039,2022,04/21/2023,Bolton,72 SHODDY MILL RD,199700.00,400000.00,0.4992,Residential,Single Family,,,,POINT (-72.408559961 41.73697901)
220195,2022,07/13/2023,Colchester,24 PHOENIX RD,13100.00,46000.00,0.2847,Residential,Single Family,25 - Other,NOT ON THE MARKET,,POINT (-72.409929984 41.571610012)
220016,2022,10/11/2022,East Lyme,20 GOLDFINCH TR,366730.00,630000.00,0.5821,Residential,Single Family,,,,POINT (-72.204160966 41.373891016)
223436,2022,07/28/2023,Newington,10 CHERRY HILL DR,147180.00,345000.00,0.4266,Residential,Single Family,07 - Change in Property,SIGNIFICANT IMPROVEMENT SUBSEQUENT TO ASSESSMENT,,POINT (-72.743448006 41.720074011)
220419,2022,03/03/2023,Hartford,140 CLEVELAND AVE,19919.00,118000.00,0.1688,Residential,Three Family,25 - Other,Sale of dilapidated property,,POINT (-72.671243023 41.796081989)
220012,2022,10/13/2022,Clinton,11 HAMMOCK PKWY,220632.00,365000.00,0.6044,Residential,Single Family,,,,POINT (-72.515369967 41.262899992)
220227,2022,06/26/2023,Avon,50 CRANBROOK,695430.00,1380000.00,0.5039,Residential,Single Family,,,,POINT (-72.903724999 41.802308989)
220445,2022,06/09/2023,Enfield,37 STARDUST DR,197100.00,341000.00,0.5780,Residential,Single Family,,,,POINT (-72.531923974 41.945182007)
22026,2022,12/14/2022,Beacon Falls,129 ESSEX COURT,112220.00,265000.00,0.4234,Residential,Condo,,,,POINT (-73.038642962 41.462738016)
220357,2022,08/31/2023,New London,47 SUNSET ST,111650.00,305000.00,0.3660,Residential,Single Family,,,,POINT (-72.110525971 41.339614983)
220193,2022,12/21/2022,Fairfield,65 ROSEVILLE STREET,226590.00,300000.00,0.7553,Residential,Single Family,01 - Family,,,POINT (-73.238770959 41.176806992)
22120,2022,04/03/2023,Darien,50 HOLLY LANE,1059170.00,2245000.00,0.4717,Residential,Single Family,,,,POINT (-73.493149985 41.081435015)
220868,2022,08/22/2023,New Haven,542 GEORGE ST #A-1,123760.00,250000.00,0.4950,Residential,Condo,,,,POINT (-72.939932976 41.308569001)
22128,2022,02/15/2023,North Haven,11 ST JOHN ST F-11,119550.00,279900.00,0.4271,Residential,Condo,,,,POINT (-72.858617032 41.388610979)
2200195,2022,01/23/2023,East Hartford,78 BIRCHWOOD RD,164160.00,300000.00,0.5472,Residential,Single Family,07 - Change in Property,,,POINT (-72.591832035 41.763348981)
220241,2022,06/20/2023,Griswold,12 WILLIAMS ST,162050.00,300000.00,0.5401,Residential,Single Family,,,,POINT (-71.974269352 41.613913881)
220125,2022,10/24/2022,Bridgeport,1295 OLD TOWN RD,146770.00,325000.00,0.4516,Residential,Single Family,,,,POINT (-73.197723019 41.227754001)
220439,2022,06/06/2023,Enfield,102 WYNWOOD DR,109700.00,217000.00,0.5055,Residential,Condo,,,,POINT (-72.568978021 41.946390007)
220078,2022,12/07/2022,Madison,53 OAK AVE,353000.00,699000.00,0.5050,Residential,Single Family,25 - Other,sale by exec of estate,,POINT (-72.631260004 41.270702999)
220756,2022,07/18/2023,Greenwich,HAVEMEYER LANE 0082,464520.00,750000.00,0.6193,Residential,Single Family,,,,POINT (-73.621455232 41.024561828)
22049,2022,01/25/2023,Middlebury,271 SHADDUCK RD,162800.00,370000.00,0.4400,Residential,Single Family,,,,POINT (-73.094443974 41.52012698)
220309,2022,02/03/2023,New Haven,97 NORTON ST,224350.00,495000.00,0.4532,Residential,Three Family,,,,POINT (-72.947637035 41.31350502)
220036,2022,09/08/2023,Lyme,401-1 HAMBURG RD,412800.00,705556.00,0.5850,Residential,Single Family,,MULTIHOUSES,,POINT (-72.340751035 41.402901998)
220044,2022,05/17/2023,Middlefield,37 INDUSTRIAL PARK ACCESS RD,245600.00,375000.00,0.6549,Industrial,,25 - Other,PRIVATE SALE TO COMPANY LEASING ABUTTING PROPERTY,,POINT (-72.688994972 41.497528991)
221918,2022,05/23/2023,Bridgeport,2612 NORTH AVE UNIT #E14,99960.00,275000.00,0.3634,Residential,Condo,,,,POINT (-73.220114016 41.177583994)
220198,2022,05/23/2023,Killingly,64 PROSPECT AV,87990.00,165000.00,0.5332,Residential,Single Family,,,,POINT (-71.88791704 41.807755005)
220334,2022,12/02/2022,Branford,17 BRYAN RD,200500.00,495000.00,0.4050,Residential,Single Family,,,,POINT (-72.820586997 41.271312992)
220056,2022,11/18/2022,New Canaan,61 SILVER RIDGE RD,773290.00,1267000.00,0.6103,Residential,Single Family,,,,POINT (-73.455558994 41.142203017)
220184,2022,08/21/2023,Ellington,90 WINDERMERE VILLAGE RD,262610.00,540000.00,0.4863,Residential,Condo,,,,POINT (-72.475585012 41.871698993)
220244,2022,07/05/2023,Avon,13 STEVENS STREET,205420.00,500000.00,0.4108,Residential,Single Family,,,,POINT (-72.839739981 41.801768021)
2222195,2022,08/14/2023,Ansonia,1 HOLBROOK CT,136640.00,225000.00,0.6072,Residential,Single Family,,,,POINT (-73.089052985 41.345170006)
220292,2022,08/11/2023,Madison,92 SPORTSMANS HILL RD,221100.00,510000.00,0.4335,Residential,Single Family,,,,POINT (-72.591217976 41.291180994)
22029,2022,12/20/2022,Canterbury,0 BARSTOW RD,36600.00,70000.00,0.5228,Vacant Land,,,2.59 ACRES,,POINT (-72.004542118 41.717625829)
2200354,2022,04/27/2023,East Hartford,91 HERBERT DR,140330.00,245000.00,0.5727,Residential,Single Family,25 - Other,ESTATE,,POINT (-72.581741983 41.740348996)
220257,2022,07/11/2023,East Lyme,6 CLARKS LN,241360.00,525000.00,0.4597,Residential,Condo,,,,POINT (-72.209063038 41.352121998)
220056,2022,10/26/2022,Enfield,4A MAPLE HEIGHTS,125100.00,215050.00,0.5817,Residential,Condo,,,,POINT (-72.552946693 42.031775943)
220380,2022,03/22/2023,Greenwich,18 KENT PLACE,483770.00,710000.00,0.6813,Residential,Single Family,25 - Other,RELATED PARTIES WITH MONEY,,POINT (-73.598362987 41.044209013)
220385,2022,01/03/2023,Branford,525 EAST MAIN ST LOT 78,16600.00,100000.00,0.1660,Residential,Single Family,07 - Change in Property,MOBILE HOME ONLY/OUTSTANDING PERMITS,,POINT (-72.768405961 41.297096019)
220580,2022,05/16/2023,Meriden,205 PADDOCK VILLAGE,104930.00,215000.00,0.4880,Residential,Condo,,,,POINT (-72.776145561 41.522805559)
220829,2022,07/27/2023,Hamden,900 MIX AVE U88,104930.00,300000.00,0.3497,Residential,Condo,,,,POINT (-72.920102986 41.378261005)
220078,2022,12/21/2022,Ledyard,15 HYDE PARK DR,273210.00,460000.00,0.5939,Residential,Single Family,01 - Family,TRUSTEE SALE TO FAMILY,,POINT (-72.065019026 41.415006011)
220335,2022,12/01/2022,Bridgeport,238 GRIFFIN AVE,136650.00,370000.00,0.3693,Residential,Single Family,,,,POINT (-73.204431978 41.217633985)
220021,2022,10/13/2022,Newington,45 STAGE COACH LN,227910.00,490000.00,0.4651,Residential,Single Family,,,,POINT (-72.706461015 41.658884986)
220032,2022,10/24/2022,Killingly,84 DOG HILL RD,150640.00,363000.00,0.4149,Residential,Single Family,,,,POINT (-71.870647972 41.836683006)
2200214,2022,04/04/2023,East Haven,5 NORTH ST,147350.00,321000.00,0.4590,Residential,Single Family,,,,POINT (-72.856021995 41.327353013)
220043,2022,11/02/2022,New Canaan,30 TOMMYS LA,729820.00,1200000.00,0.6081,Residential,Single Family,,,,POINT (-73.481671975 41.133848019)
220158,2022,03/23/2023,East Lyme,37 SPINNAKER DR,278250.00,610000.00,0.4561,Residential,Condo,,,,POINT (-72.229341963 41.313188016)
220234,2022,11/10/2022,Bridgeport,66 EAST EATON ST,201660.00,475000.00,0.4245,Residential,Single Family,,,,POINT (-73.207750038 41.186320996)
220026,2022,10/14/2022,Groton,375 ALLYN ST UNIT B9,267540.00,559000.00,0.4786,Residential,Condo,,,,POINT (-71.982593989 41.365411003)
220795,2022,07/14/2023,Hartford,47 SUMNER ST UNIT 208,9188.00,58000.00,0.1584,Residential,Condo,,,,POINT (-72.690519976 41.770963018)
221333,2022,08/14/2023,Fairfield,51 EDGE HILL COURT,223020.00,335000.00,0.6657,Residential,Condo,,,,POINT (-73.248005972 41.152037001)
223370,2022,06/29/2023,Newington,75 IVY LN,173950.00,365000.00,0.4765,Residential,Single Family,,,,POINT (-72.712935029 41.691651983)
220242,2022,02/15/2023,Enfield,6 STARDUST DR,160000.00,300000.00,0.5333,Residential,Single Family,,,,POINT (-72.537241034 41.947128997)
220177,2022,05/02/2023,Madison,197 DORSET LN,331600.00,730000.00,0.4542,Residential,Single Family,,,,POINT (-72.662074982 41.412743987)
220245,2022,01/17/2023,Greenwich,169 MILBANK AVENUE,1960700.00,4800000.00,0.4084,Residential,Condo,,,,POINT (-73.621589995 41.029123012)
220124,2022,08/28/2023,Hebron,26 UNCAS DR,170100.00,407500.00,0.4174,Residential,Single Family,,,,POINT (-72.366122972 41.626918)
221238,2022,07/17/2023,Fairfield,305 OLD STRATFIELD ROAD,150990.00,150000.00,1.0066,Residential,Single Family,,,,POINT (-73.231896038 41.180258995)
220099,2022,01/23/2023,Ledyard,654 SHEWVILLE RD,169470.00,380000.00,0.4459,Residential,Single Family,,,,POINT (-71.968988987 41.441028007)
2200211,2022,04/03/2023,East Haven,45 PINEHURST DR,207550.00,489900.00,0.4236,Residential,Condo,,,,POINT (-72.86137602 41.314034002)
220889,2022,08/29/2023,Greenwich,VALLEY ROAD 0063,771400.00,1400000.00,0.5510,Residential,Two Family,,,,POINT (-73.59206801 41.043082988)
220187,2022,05/08/2023,Madison,14 ALEXANDRA LN,1001600.00,1899900.00,0.5271,Residential,Single Family,07 - Change in Property,improved after 10/1/2022,,POINT (-72.6009296 41.2788716)
2200360,2022,05/01/2023,East Hartford,53 LYDALL RD,133280.00,247000.00,0.5395,Residential,Single Family,25 - Other,ESTATE,,POINT (-72.587846021 41.75351902)
220120,2022,01/23/2023,New London,611 OCEAN AVE #E1,124320.00,280000.00,0.4440,Residential,Condo,25 - Other,"INC GARAGE UNITS 25,26 AND 27",,POINT (-72.103894042 41.327836021)
220237,2022,03/20/2023,Groton,27 DEPOT RD,76160.00,105000.00,0.7253,Residential,Single Family,,,,POINT (-72.034000034 41.343607996)
22199,2022,07/17/2023,Monroe,1418 MONROE TPKE,473500.00,1000000.00,0.4735,Residential,Single Family,,,,POINT (-73.190617009 41.374886996)
220067,2022,04/05/2023,Hebron,74 OLD DANIEL LANE,74970.00,49950.00,1.5009,Vacant Land,,25 - Other,2 DEEDS FOR SALE OF PROPERTY,,POINT (-72.382334949 41.601228684)
22083,2022,08/30/2023,Columbia,24 ERDONI ROAD,910070.00,2750000.00,0.3309,Residential,Single Family,,,,POINT (-72.334757975 41.706132014)
220105,2022,11/18/2022,Fairfield,75 FOREST AVENUE,399910.00,760000.00,0.5261,Residential,Condo,,,,POINT (-73.250941985 41.132834019)
22033,2022,11/10/2022,Monroe,39 CRAIG DR,335500.00,700000.00,0.4792,Residential,Single Family,,,,POINT (-73.200913003 41.312987982)
22252,2022,06/26/2023,North Haven,518 POOL RD,145450.00,365000.00,0.3984,Residential,Single Family,,,,POINT (-72.84104102 41.40399898)
220120,2022,04/03/2023,East Hampton,24 STARVIEW WAY,330500.00,600000.00,0.5508,Residential,Single Family,07 - Change in Property,NEW CONSTRUCTION,,POINT (-72.52502036 41.601926037)
220012,2022,10/24/2022,Mansfield,113 SEPARATIST RD,158500.00,400000.00,0.3962,Residential,Single Family,,,,POINT (-72.261332 41.800754984)
2200298,2022,09/25/2023,Bloomfield,6 MAYFAIR RD,79170.00,143000.00,0.5536,Residential,Single Family,25 - Other,NOT LISTED ON MARKET,,POINT (-72.688198021 41.801130996)
220210,2022,09/12/2023,Coventry,50 LAMOTTE RD,90700.00,162700.00,0.5574,Residential,Single Family,,,,POINT (-72.308809027 41.77376601)
220554,2022,05/08/2023,Hamden,33 BENHAM HILL PL,236670.00,412000.00,0.5744,Residential,Single Family,,,,POINT (-72.959893976 41.36665802)
220025,2022,10/12/2022,Milford,3 CROWN ST,277680.00,535000.00,0.5190,Residential,Single Family,,,,POINT (-73.056096012 41.210226981)
22001,2022,10/04/2022,Barkhamsted,4 CEDAR LANE,84730.00,239000.00,0.3545,Residential,Single Family,,"1957 Cottage/Camp - Year Round, 742 SFLA, 0.28 AC, Lake community",,POINT (-73.038950997 41.892402001)
220342,2022,08/21/2023,New London,453 BAYONET ST #8,54040.00,143000.00,0.3779,Residential,Condo,,,,POINT (-72.116396992 41.373476992)
220210,2022,12/30/2022,Fairfield,127 GORHAM ROAD,433860.00,725000.00,0.5984,Residential,Single Family,,,,POINT (-73.270152972 41.128172004)
220424,2022,05/26/2023,Enfield,27 BROOKSIDE VILLAGE,105500.00,202000.00,0.5222,Residential,Condo,,,,POINT (-72.577106037 42.024569987)
220584,2022,06/27/2023,Branford,15 HICKORY HILL LA,274500.00,480000.00,0.5718,Residential,Single Family,,,,POINT (-72.799300986 41.297289013)
220772,2022,07/11/2023,Hamden,140 EAST GATE LA U140,91350.00,237500.00,0.3846,Residential,Condo,,,,POINT (-72.925726992 41.374339993)
220619,2022,06/09/2023,New Haven,240 FRONT ST,163240.00,260000.00,0.6278,Residential,Single Family,,,,POINT (-72.889176026 41.311950009)
220800,2022,07/20/2023,Hamden,66 BOLTON ST,153090.00,324900.00,0.4711,Residential,Single Family,,,,POINT (-72.900112985 41.401360986)
223484,2022,08/22/2023,Newington,143 HARTFORD AVE,116940.00,295000.00,0.3964,Residential,Single Family,07 - Change in Property,SIGNIFICANT IMPROVEMENT SUBSEQUENT TO ASSESSMENT,,POINT (-72.720917032 41.715546987)
220081,2022,11/01/2022,Meriden,23 OLD STAGECOACH CROSSING,74970.00,180000.00,0.4165,Residential,Condo,,,,POINT (-72.802218898 41.513921694)
222095,2022,06/28/2023,Bridgeport,563 LAKESIDE DR,178650.00,377500.00,0.4732,Residential,Single Family,,,,POINT (-73.207584998 41.224871004)
22059,2022,05/08/2023,Lebanon,19 BASCOM RD,176540.00,465000.00,0.3796,Residential,Single Family,,,,POINT (-72.28011903 41.638481003)
2200579,2022,08/28/2023,East Hartford,130 NAUBUC AVE,140170.00,249000.00,0.5629,Residential,Single Family,,,,POINT (-72.628516021 41.731379019)
220098,2022,04/17/2023,Griswold,634 L 51 HOPEVILLE RD,52010.00,60000.00,0.8668,Residential,Single Family,,MOBILE HOME RATIO,,POINT (-71.949931975 41.61532499)
2200231,2022,02/09/2023,East Hartford,215 LARABEE ST,121030.00,230000.00,0.5262,Residential,Single Family,,,,POINT (-72.598439992 41.784647019)
2200171,2022,02/01/2023,New Milford,46 + 50 SAWYER HILL RD,715120.00,670000.00,1.0673,Residential,Single Family,25 - Other,2 PARCELS,,POINT (-73.383447972 41.661135988)
22045,2022,03/06/2023,Canterbury,210 NO SOCIETY RD,153700.00,190000.00,0.8089,Residential,Single Family,,,,POINT (-71.989337984 41.718479982)
220336,2022,02/08/2023,Hamden,8 WEST HELEN ST,116550.00,278000.00,0.4192,Residential,Single Family,,,,POINT (-72.94458904 41.350004017)
220010,2022,10/07/2022,Brookfield,43 OBTUSE ROCKS RD,138290.00,200000.00,0.6914,Vacant Land,,,,,POINT (-73.346062031 41.472834446)
2200479,2022,08/17/2023,Naugatuck,1081 NEW HAVEN RD UNIT 8B,80710.00,130001.00,0.6208,Residential,Condo,14 - Foreclosure,SALE OF FORECLOSED PROPERTY,,POINT (-73.031790002 41.466192995)
220051,2022,01/04/2023,Brooklyn,211 PARADISE DR,33200.00,25000.00,1.3280,Residential,Single Family,25 - Other,SOLD W/ MAP 49 LOT 30,,POINT (-71.971765995 41.754025999)
220811,2022,03/16/2023,Bridgeport,169 DEACON ST #173,165850.00,480000.00,0.3455,Residential,Three Family,,,,POINT (-73.169340972 41.182283015)
22040,2022,12/22/2022,Middlebury,109 YALE AVE,202700.00,299000.00,0.6779,Residential,Single Family,,,,POINT (-73.094141974 41.531158989)
2200454,2022,09/27/2023,East Haven,211 HEMINGWAY AVE,134050.00,280000.00,0.4787,Residential,Single Family,,,,POINT (-72.869552985 41.273400002)
220013,2022,11/07/2022,Middlefield,375 BAILEYVILLE RD,299600.00,548000.00,0.5467,Commercial,,25 - Other,SOLD TO TENANT - NOT ON OPEN MARKET,,POINT (-72.729380994 41.527814987)
220050,2022,04/24/2023,Lisbon,71 SULLIVAN RD,245870.00,431900.00,0.5692,Residential,Single Family,,G0072700,,POINT (-72.02456704 41.643924001)
223312,2022,05/23/2023,Newington,263 WILLIAMSTOWN CT,68110.00,155000.00,0.4394,Residential,Condo,25 - Other,AS IS SALE,,POINT (-72.721820014 41.716298005)
220260,2022,07/27/2023,Ledyard,40 CHRISWOOD TRCE,237510.00,559000.00,0.4248,Residential,Single Family,,,,POINT (-72.017493971 41.402869016)
220033,2022,12/15/2022,Hebron,20 HILLS LANE,374850.00,660000.00,0.5679,Residential,Single Family,,,,POINT (-72.403069982 41.660680013)
22024,2022,06/29/2023,Chaplin,219 SINGLETON RD,30400.00,38000.00,0.8000,Vacant Land,,,,,POINT (-72.104050153 41.813148845)
220633,2022,07/31/2023,Branford,Y31 SYLVAN POINT YACHT SLIP,17400.00,30000.00,0.5800,Commercial,,25 - Other,PRIVATE SALE/NOT ON MARKET,,POINT (-72.8176 41.2676)
220352,2022,09/25/2023,East Lyme,34 PARK PLACE,174440.00,280000.00,0.6230,Residential,Single Family,,,,POINT (-72.206555005 41.324377983)
220510,2022,01/06/2023,Bridgeport,18 ELMWOOD AVE,138220.00,250000.00,0.5528,Residential,Single Family,,,,POINT (-73.207439991 41.177616013)
220492,2022,05/03/2023,Greenwich,3 SELDEN LANE,1746710.00,3150000.00,0.5545,Residential,Single Family,,,,POINT (-73.69107396 41.07887602)
220498,2022,09/06/2023,Groton,322 WEST SHORE AVE,647850.00,1250000.00,0.5182,Residential,Single Family,,,,POINT (-72.013147032 41.313862005)
220134,2022,11/30/2022,Greenwich,32 BEDFORD ROAD,1419180.00,2725000.00,0.5208,Residential,Single Family,,,,POINT (-73.711001013 41.08581699)
